6
0.0  0.4
23
200   230  +0.2 -0.2    +10.3 -9.7   +8.2 -7.6    +0.0 +0.0    +3.4 -3.2    +4.9 -4.7  
 50    60  +0.6 -0.6    +0.2 -0.2    +0.8 -0.8    +4.1 -4.0    +2.1 -2.1    -0.1 +0.1  
 60    70  +0.5 -0.5    +0.2 -0.2    -0.7 +0.7    +3.6 -3.5    +2.1 -2.1    -0.3 +0.3  
 70    80  +0.6 -0.6    +0.2 -0.2    -1.7 +1.7    +3.2 -3.1    +1.4 -1.4    -0.4 +0.4  
 80    90  +0.6 -0.6    +0.2 -0.2    -2.4 +2.5    +2.9 -2.8    +1.4 -1.4    -0.5 +0.5  
 90   100  +0.7 -0.7    +0.2 -0.2    -2.9 +3.0    +2.6 -2.6    +1.0 -1.0    -0.6 +0.6  
100   110  +0.8 -0.8    +0.2 -0.2    -3.3 +3.5    +2.4 -2.3    +1.0 -1.0    -0.7 +0.7  
110   120  +1.0 -1.0    +0.2 -0.2    -3.6 +3.8    +2.2 -2.1    +1.0 -1.0    -0.7 +0.7  
120   130  +1.2 -1.2    +0.2 -0.2    -3.9 +4.0    +2.0 -1.9    +0.0 +0.0    -0.8 +0.8  
130   145  +1.6 -1.6    +0.5 -0.5    -4.0 +4.2    +1.8 -1.7    +0.0 +0.0    -0.9 +0.9  
145   160  +2.2 -2.2    +0.5 -0.5    -4.2 +4.4    +1.5 -1.5    +0.0 +0.0    -0.9 +0.9  
160   175  +3.2 -3.2    +0.7 -0.7    -4.2 +4.4    +1.3 -1.3    +0.0 +0.0    -0.9 +1.0  
175   200  +4.7 -4.7    +0.7 -0.7    -4.2 +4.4    +1.3 -1.3    +0.0 +0.0    -1.0 +1.0  
200   230  +10.2 -10.2  +0.9 -0.9    -4.0 +4.2    +1.6 -1.5    +0.0 +0.0    -0.9 +0.9  

